ts,coin,label,mid_price
2026-07-09T19:42:29.313766+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:34.367710+00:00,#7610,France,0.775145
2026-07-09T19:42:34.367710+00:00,#7611,Morocco,0.224855
2026-07-09T19:42:34.367710+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:34.367710+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:34.367710+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:34.367710+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:39.689521+00:00,#7610,France,0.775205
2026-07-09T19:42:39.689521+00:00,#7611,Morocco,0.224795
2026-07-09T19:42:39.689521+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:39.689521+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:39.689521+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:39.689521+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:43.690050+00:00,#7610,France,0.7752
2026-07-09T19:42:43.690050+00:00,#7611,Morocco,0.2248
2026-07-09T19:42:43.690050+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:43.690050+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:43.690050+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:43.690050+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:45.951803+00:00,#7610,France,0.7752
2026-07-09T19:42:45.951803+00:00,#7611,Morocco,0.2248
2026-07-09T19:42:45.951803+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:45.951803+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:45.951803+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:45.951803+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:49.509673+00:00,#7610,France,0.775195
2026-07-09T19:42:49.509673+00:00,#7611,Morocco,0.224805
2026-07-09T19:42:49.509673+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:49.509673+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:49.509673+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:49.509673+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:54.712441+00:00,#7610,France,0.775165
2026-07-09T19:42:54.712441+00:00,#7611,Morocco,0.224835
2026-07-09T19:42:54.712441+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:54.712441+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:54.712441+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:54.712441+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:59.560777+00:00,#7610,France,0.7751
2026-07-09T19:42:59.560777+00:00,#7611,Morocco,0.2249
2026-07-09T19:42:59.560777+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:59.560777+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:59.560777+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:59.560777+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:00.952279+00:00,#7610,France,0.7751
2026-07-09T19:43:00.952279+00:00,#7611,Morocco,0.2249
2026-07-09T19:43:00.952279+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:00.952279+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:00.952279+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:00.952279+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:05.320580+00:00,#7610,France,0.77515
2026-07-09T19:43:05.320580+00:00,#7611,Morocco,0.22485
2026-07-09T19:43:05.320580+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:05.320580+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:05.320580+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:05.320580+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:09.851542+00:00,#7610,France,0.77515
2026-07-09T19:43:09.851542+00:00,#7611,Morocco,0.22485
2026-07-09T19:43:09.851542+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:09.851542+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:09.851542+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:09.851542+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:14.606839+00:00,#7610,France,0.77508
2026-07-09T19:43:14.606839+00:00,#7611,Morocco,0.22492
2026-07-09T19:43:14.606839+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:14.606839+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:14.606839+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:14.606839+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:18.305201+00:00,#7610,France,0.77515
2026-07-09T19:43:18.305201+00:00,#7611,Morocco,0.22485
2026-07-09T19:43:18.305201+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:18.305201+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:18.305201+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:18.305201+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:20.238609+00:00,#7610,France,0.77515
2026-07-09T19:43:20.238609+00:00,#7611,Morocco,0.22485
2026-07-09T19:43:20.238609+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:20.238609+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:20.238609+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:20.238609+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:24.964738+00:00,#7610,France,0.77508
2026-07-09T19:43:24.964738+00:00,#7611,Morocco,0.22492
2026-07-09T19:43:24.964738+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:24.964738+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:24.964738+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:24.964738+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:29.722913+00:00,#7610,France,0.775055
2026-07-09T19:43:29.722913+00:00,#7611,Morocco,0.224945
2026-07-09T19:43:29.722913+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:29.722913+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:29.722913+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:29.722913+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:34.861775+00:00,#7610,France,0.77504
2026-07-09T19:43:34.861775+00:00,#7611,Morocco,0.22496
2026-07-09T19:43:34.861775+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:34.861775+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:34.861775+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:34.861775+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:35.238277+00:00,#7610,France,0.77504
2026-07-09T19:43:35.238277+00:00,#7611,Morocco,0.22496
2026-07-09T19:43:35.238277+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:35.238277+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:35.238277+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:35.238277+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:40.160916+00:00,#7610,France,0.77504
2026-07-09T19:43:40.160916+00:00,#7611,Morocco,0.22496
2026-07-09T19:43:40.160916+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:40.160916+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:40.160916+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:40.160916+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:44.868732+00:00,#7610,France,0.775045
2026-07-09T19:43:44.868732+00:00,#7611,Morocco,0.224955
2026-07-09T19:43:44.868732+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:44.868732+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:44.868732+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:44.868732+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:49.973858+00:00,#7610,France,0.77504
2026-07-09T19:43:49.973858+00:00,#7611,Morocco,0.22496
2026-07-09T19:43:49.973858+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:49.973858+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:49.973858+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:49.973858+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:52.257653+00:00,#7610,France,0.77504
2026-07-09T19:43:52.257653+00:00,#7611,Morocco,0.22496
2026-07-09T19:43:52.257653+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:52.257653+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:52.257653+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:52.257653+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:55.133880+00:00,#7610,France,0.77504
2026-07-09T19:43:55.133880+00:00,#7611,Morocco,0.22496
2026-07-09T19:43:55.133880+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:55.133880+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:55.133880+00:00,#1990,morocco_champion_yes,0.031915
